Date,Temperature_C,Humidity_pct,Precipitation_mm,Wind_Speed_kmh,Condition,Season,Month,Year,Energy_Demand_MWh
2020-11-13,7.1,70.6,3.5,14.2,Partly Cloudy,Autumn,November,2020,592.09
2020-11-14,9.0,68.5,8.4,18.8,Drizzle,Autumn,November,2020,550.7
2020-11-15,7.6,62.7,1.5,17.6,Partly Cloudy,Autumn,November,2020,559.0
2020-11-16,8.3,73.3,7.2,21.7,Drizzle,Autumn,November,2020,584.56
2020-11-17,9.8,62.0,2.1,21.6,Partly Cloudy,Autumn,November,2020,577.3
2020-11-18,5.5,80.1,15.2,16.8,Rainy,Autumn,November,2020,605.69
2020-11-19,14.3,74.7,15.8,10.6,Rainy,Autumn,November,2020,571.8
2020-11-20,5.0,62.3,2.5,12.3,Partly Cloudy,Autumn,November,2020,609.85
2020-11-21,4.4,71.5,1.8,14.6,Partly Cloudy,Autumn,November,2020,585.66
2020-11-22,11.5,68.0,3.7,14.739492242595203,Partly Cloudy,Autumn,November,2020,542.3
2020-11-23,10.4,76.6,1.9,12.7,Partly Cloudy,Autumn,November,2020,575.09
2020-11-24,9.9,84.7,7.8,13.1,Cloudy,Autumn,November,2020,576.81
2020-11-25,9.9,59.0,12.2,24.2,Drizzle,Autumn,November,2020,576.91
2020-11-26,8.0,74.9,7.8,14.5,Drizzle,Autumn,November,2020,586.09
2020-11-27,5.3,72.7,12.2,11.8,Drizzle,Autumn,November,2020,607.22
2020-11-28,8.2,79.4,3.5,18.9,Partly Cloudy,Autumn,November,2020,555.44
2020-11-29,6.0,75.7,1.2,14.7,Partly Cloudy,Autumn,November,2020,570.67
2020-11-30,10.9,68.0,9.4,8.1,Drizzle,Autumn,November,2020,574.06
2020-12-01,0.6,74.4,2.7,20.2,Partly Cloudy,Winter,December,2020,831.01
2020-12-02,-1.5,70.6,6.7,11.3,Snowy,Winter,December,2020,873.32
2020-12-03,0.0,85.6,1.9,15.2,Cloudy,Winter,December,2020,842.97
2020-12-04,2.2,77.2,0.5,14.7,Partly Cloudy,Winter,December,2020,803.94
2020-12-05,-0.7,64.25148095909732,29.4,16.2,Rainy,Winter,December,2020,822.06
2020-12-06,-1.5,76.5,1.0,4.0,Snowy,Winter,December,2020,838.9
2020-12-07,1.7,71.3,26.8,13.3,Rainy,Winter,December,2020,812.17
2020-12-08,1.7,64.9,22.7,20.6,Rainy,Winter,December,2020,812.2
2020-12-09,-0.5,62.6,9.5,21.3,Snowy,Winter,December,2020,852.3
2020-12-10,-0.4,64.3,6.5,10.0,Snowy,Winter,December,2020,850.37
2020-12-11,1.7,64.25148095909732,5.2,19.6,Drizzle,Winter,December,2020,811.88
2020-12-12,-3.3,81.1,12.1,11.2,Snowy,Winter,December,2020,878.89
2020-12-13,-3.2,64.4,2.1,13.1,Snowy,Winter,December,2020,876.7
2020-12-14,-1.2,84.2,3.8,13.4,Snowy,Winter,December,2020,867.15
2020-12-15,0.4,64.25148095909732,5.8,15.5,Drizzle,Winter,December,2020,834.73
2020-12-16,1.9,78.2,3.2,20.0,Partly Cloudy,Winter,December,2020,808.82
2020-12-17,5.4,89.9,3.3,16.3,Cloudy,Winter,December,2020,758.96
2020-12-18,3.6,84.2,2.4,14.4,Cloudy,Winter,December,2020,782.02
2020-12-19,0.5,64.25148095909732,5.0,19.8,Partly Cloudy,Winter,December,2020,798.87
2020-12-20,41.9,69.9,11.4,11.0,Drizzle,Winter,December,2020,905.28
2020-12-21,-2.0,59.8,1.4,14.739492242595203,Snowy,Winter,December,2020,883.9
2020-12-22,0.9,71.2,16.3,20.0,Rainy,Winter,December,2020,826.26
2020-12-23,0.1,75.3,7.0,17.6,Drizzle,Winter,December,2020,841.03
2020-12-24,2.0,69.1,10.4,12.7,Drizzle,Winter,December,2020,806.63
2020-12-25,-1.5,75.9,4.9,7.4,Snowy,Winter,December,2020,873.27
2020-12-26,2.6,77.6,9.1,16.6,Drizzle,Winter,December,2020,762.39
2020-12-27,5.6,75.2,0.1,7.1,Partly Cloudy,Winter,December,2020,721.9
2020-12-28,0.7,71.8,10.2,13.9,Drizzle,Winter,December,2020,829.3
2020-12-29,2.2,78.3,0.2,20.9,Partly Cloudy,Winter,December,2020,803.66
2020-12-30,3.1,80.5,13.2,18.0,Cloudy,Winter,December,2020,789.32
2020-12-31,-0.2,68.3,28.9,4.9,Rainy,Winter,December,2020,846.52
2021-01-01,-1.3,86.3,5.653808180535966,16.0,Snowy,Winter,January,2021,893.65
2021-01-02,-2.0,74.2,1.2,13.4,Snowy,Winter,January,2021,874.77
2021-01-03,-1.7,75.2,7.2,8.6,Snowy,Winter,January,2021,867.86
2021-01-04,-4.3,80.7,1.5,16.7,Snowy,Winter,January,2021,963.11
2021-01-05,-1.9,76.9,10.0,12.5,Snowy,Winter,January,2021,906.54
2021-01-06,-0.5,82.6,0.5,12.6,Snowy,Winter,January,2021,877.42
2021-01-07,2.4,77.3,0.7,15.6,Partly Cloudy,Winter,January,2021,825.01
2021-01-08,0.9,70.1,19.4,11.9,Rainy,Winter,January,2021,850.7
2021-01-09,4.5,77.9,5.6,15.5,Drizzle,Winter,January,2021,760.1
2021-01-10,-4.3,64.25148095909732,9.4,12.0,Snowy,Winter,January,2021,928.75
2021-01-11,0.6,75.9,2.0,12.3,Partly Cloudy,Winter,January,2021,856.5
2021-01-12,-1.4,74.7,5.6,20.0,Snowy,Winter,January,2021,895.58
2021-01-13,4.6,73.3,4.5,20.5,Partly Cloudy,Winter,January,2021,793.39
2021-01-14,-4.4,74.0,4.6,6.5,Snowy,Winter,January,2021,965.59
2021-01-15,-4.5,59.9,5.7,18.7,Snowy,Winter,January,2021,968.18
2021-01-16,-3.8,70.6,4.3,22.0,Snowy,Winter,January,2021,916.36
2021-01-17,-8.4,75.7,2.8,22.8,Snowy,Winter,January,2021,1043.93
2021-01-18,-3.6,76.3,1.6,17.6,Snowy,Winter,January,2021,946.16
2021-01-19,-4.3,66.8,7.3,9.7,Snowy,Winter,January,2021,963.46
2021-01-20,-1.5,85.1,1.3,18.1,Snowy,Winter,January,2021,897.71
2021-01-21,-1.0,68.1,5.9,10.7,Snowy,Winter,January,2021,887.83
2021-01-22,3.6,82.8,1.3,13.3,Cloudy,Winter,January,2021,807.49
2021-01-23,0.9,78.4,4.9,16.9,Partly Cloudy,Winter,January,2021,815.98
2021-01-24,-3.7,69.8,6.9,11.0,Snowy,Winter,January,2021,913.64
2021-01-25,-4.7,89.2,1.2,9.3,Snowy,Winter,January,2021,973.5
2021-01-26,-0.5,65.5,0.3,17.3,Snowy,Winter,January,2021,877.27
2021-01-27,-6.0,82.4,0.7,24.3,Snowy,Winter,January,2021,1008.43
2021-01-28,3.5,83.0,5.653808180535966,21.2,Cloudy,Winter,January,2021,808.64
2021-01-29,1.5,69.6,9.5,18.5,Drizzle,Winter,January,2021,840.64
2021-01-30,-3.4,86.1,0.2,19.9,Snowy,Winter,January,2021,906.59
2021-01-31,-7.1,73.0,6.6,18.2,Snowy,Winter,January,2021,1004.41
2021-02-01,5.1,74.3,1.7,17.2,Partly Cloudy,Winter,February,2021,762.03
2021-02-02,15.139844851904092,74.1,2.6,19.5,Partly Cloudy,Winter,February,2021,588.44
2021-02-03,4.7,70.9,10.6,8.2,Drizzle,Winter,February,2021,767.47
2021-02-04,-3.8,78.5,1.6,16.0,Snowy,Winter,February,2021,925.98
2021-02-05,-0.8,78.3,2.5,14.6,Snowy,Winter,February,2021,858.54
2021-02-06,1.0,58.0,0.1,15.4,Partly Cloudy,Winter,February,2021,789.72
2021-02-07,1.1,82.4,0.3,12.7,Cloudy,Winter,February,2021,788.15
2021-02-08,-0.4,58.7,1.2,17.6,Snowy,Winter,February,2021,850.9
2021-02-09,2.9,80.3,0.1,10.9,Cloudy,Winter,February,2021,792.33
2021-02-10,-2.2,81.0,4.0,12.3,Snowy,Winter,February,2021,888.37
2021-02-11,0.6,63.3,2.2,11.7,Partly Cloudy,Winter,February,2021,831.13
2021-02-12,1.4,68.7,3.2,19.3,Partly Cloudy,Winter,February,2021,816.72
2021-02-13,2.5,63.2,0.8,14.9,Partly Cloudy,Winter,February,2021,764.67
2021-02-14,3.1,70.3,1.4,12.7,Partly Cloudy,Winter,February,2021,755.36
2021-02-15,-2.4,69.5,4.4,13.1,Snowy,Winter,February,2021,893.1
2021-02-16,-3.6,78.2,13.4,15.0,Snowy,Winter,February,2021,920.95
2021-02-17,4.8,82.5,0.2,23.1,Cloudy,Winter,February,2021,766.36
2021-02-18,2.0,83.2,8.8,8.8,Cloudy,Winter,February,2021,806.87
2021-02-19,-1.2,67.5,3.4,18.4,Snowy,Winter,February,2021,866.4
2021-02-20,5.7,70.3,3.3,17.4,Partly Cloudy,Winter,February,2021,720.38
2021-02-21,1.3,58.5,2.8,10.6,Partly Cloudy,Winter,February,2021,784.68
2021-02-22,4.5,65.6,0.3,22.3,Partly Cloudy,Winter,February,2021,770.25
2021-02-23,1.2,79.7,0.4,17.7,Partly Cloudy,Winter,February,2021,820.56
2021-02-24,7.2,84.9,3.7,12.5,Cloudy,Winter,February,2021,739.57
2021-02-25,6.3,64.25148095909732,1.7,5.7,Partly Cloudy,Winter,February,2021,748.39
2021-02-26,0.3,67.3,10.0,16.1,Drizzle,Winter,February,2021,836.56
2021-02-27,15.139844851904092,71.8,5.653808180535966,14.8,Partly Cloudy,Winter,February,2021,581.09
2021-02-28,2.9,74.2,0.6,9.8,Partly Cloudy,Winter,February,2021,758.4
2021-03-01,12.1,58.5,7.5,9.8,Drizzle,Spring,March,2021,571.66
2021-03-02,5.1,68.4,2.1,19.3,Partly Cloudy,Spring,March,2021,609.08
2021-03-03,10.1,61.2,4.5,5.2,Partly Cloudy,Spring,March,2021,575.96
2021-03-04,11.2,64.9,7.2,16.6,Drizzle,Spring,March,2021,572.92
2021-03-05,2.7,69.4,13.8,14.1,Drizzle,Spring,March,2021,635.61
2021-03-06,4.5,65.1,9.4,17.5,Drizzle,Spring,March,2021,584.57
2021-03-07,1.9,61.5,6.8,13.5,Drizzle,Spring,March,2021,615.59
2021-03-08,7.2,64.1,6.8,16.5,Drizzle,Spring,March,2021,591.57
2021-03-09,10.2,64.3,17.5,11.3,Rainy,Spring,March,2021,575.56
2021-03-10,12.5,62.0,2.1,14.8,Partly Cloudy,Spring,March,2021,571.31
2021-03-11,8.2,62.9,0.0,17.4,Partly Cloudy,Spring,March,2021,585.4
2021-03-12,12.9,77.8,5.653808180535966,15.8,Partly Cloudy,Spring,March,2021,570.96
2021-03-13,3.9,69.5,1.5,16.9,Partly Cloudy,Spring,March,2021,591.02
2021-03-14,2.9,62.6,80.0,10.4,Drizzle,Spring,March,2021,602.86
2021-03-15,7.8,70.6,6.0,12.0,Drizzle,Spring,March,2021,587.92
2021-03-16,9.2,62.3,5.4,12.1,Drizzle,Spring,March,2021,579.59
2021-03-17,7.9,74.4,0.1,13.6,Partly Cloudy,Spring,March,2021,587.03
2021-03-18,1.8,68.0,7.8,21.8,Drizzle,Spring,March,2021,647.06
2021-03-19,7.7,64.1,2.3,13.2,Partly Cloudy,Spring,March,2021,588.55
2021-03-20,4.1,68.6,6.6,9.3,Drizzle,Spring,March,2021,589.07
2021-03-21,10.0,52.4,4.9,17.7,Partly Cloudy,Spring,March,2021,546.74
2021-03-22,9.1,56.0,2.5,21.7,Partly Cloudy,Spring,March,2021,580.45
2021-03-23,5.2,55.4,0.9,8.7,Partly Cloudy,Spring,March,2021,607.93
2021-03-24,6.5,66.1,0.6,24.9,Partly Cloudy,Spring,March,2021,596.5
2021-03-25,4.8,78.9,10.7,17.1,Drizzle,Spring,March,2021,612.14
2021-03-26,7.8,82.9,15.0,20.2,Cloudy,Spring,March,2021,587.74
2021-03-27,10.9,70.1,6.3,22.3,Drizzle,Spring,March,2021,543.56
2021-03-28,5.0,69.0,0.7,19.9,Partly Cloudy,Spring,March,2021,580.36
2021-03-29,9.5,50.6,3.1,14.4,Partly Cloudy,Spring,March,2021,578.75
2021-03-30,6.4,60.7,7.8,14.739492242595203,Drizzle,Spring,March,2021,597.72
2021-03-31,5.6,58.7,9.1,16.3,Drizzle,Spring,March,2021,604.59
2021-04-01,14.7,55.0,1.0,20.5,Partly Cloudy,Spring,April,2021,514.18
2021-04-02,11.9,58.7,0.0,21.0,Partly Cloudy,Spring,April,2021,513.48
2021-04-03,13.3,56.2,10.0,9.5,Drizzle,Spring,April,2021,483.09
2021-04-04,15.139844851904092,44.2,3.5,19.0,Partly Cloudy,Spring,April,2021,454.23
2021-04-05,20.9,66.0,2.3,14.1,Partly Cloudy,Spring,April,2021,549.6
2021-04-06,15.1,51.4,0.1,15.7,Partly Cloudy,Spring,April,2021,515.29
2021-04-07,12.9,61.9,6.2,15.6,Drizzle,Spring,April,2021,512.75
2021-04-08,15.6,76.6,15.2,15.4,Rainy,Spring,April,2021,516.97
2021-04-09,14.7,52.6,25.3,22.6,Rainy,Spring,April,2021,514.05
2021-04-10,14.3,39.8,6.7,8.2,Drizzle,Spring,April,2021,483.97
2021-04-11,16.8,57.7,5.8,6.4,Drizzle,Spring,April,2021,491.5
2021-04-12,17.3,68.8,0.7,5.3,Partly Cloudy,Spring,April,2021,523.31
2021-04-13,13.4,75.7,6.4,20.3,Drizzle,Spring,April,2021,512.87
2021-04-14,13.3,50.2,3.8,11.1,Partly Cloudy,Spring,April,2021,512.54
2021-04-15,14.2,64.0,7.5,15.7,Drizzle,Spring,April,2021,513.31
2021-04-16,8.1,56.3,3.9,14.4,Partly Cloudy,Spring,April,2021,527.42
2021-04-17,10.5,59.2,2.2,10.6,Partly Cloudy,Spring,April,2021,486.27
2021-04-18,19.1,81.2,0.8,19.3,Cloudy,Spring,April,2021,504.66
2021-04-19,19.9,48.0,3.0,14.4,Partly Cloudy,Spring,April,2021,541.13
2021-04-20,14.3,62.0,0.8,13.8,Partly Cloudy,Spring,April,2021,513.27
2021-04-21,16.7,63.7,1.6,16.2,Partly Cloudy,Spring,April,2021,520.95
2021-04-22,15.9,68.7,35.0,18.6,Rainy,Spring,April,2021,517.87
2021-04-23,24.2,60.8,4.7,10.2,Partly Cloudy,Spring,April,2021,587.56
2021-04-24,18.4,62.5,6.1,14.739492242595203,Drizzle,Spring,April,2021,499.53
2021-04-25,14.6,56.9,16.5,22.2,Rainy,Spring,April,2021,484.3
2021-04-26,12.1,62.2,43.4,7.9,Rainy,Spring,April,2021,513.56
2021-04-27,10.2,57.3,7.0,16.4,Drizzle,Spring,April,2021,517.46
2021-04-28,15.6,65.0,13.4,13.5,Drizzle,Spring,April,2021,516.7
2021-04-29,12.7,57.0,3.2,18.5,Partly Cloudy,Spring,April,2021,513.07
2021-04-30,10.7,63.0,2.9,8.9,Partly Cloudy,Spring,April,2021,516.34
2021-05-01,19.1,57.8,3.6,23.1,Partly Cloudy,Spring,May,2021,454.32
2021-05-02,17.8,67.0,7.8,7.0,Drizzle,Spring,May,2021,445.87
2021-05-03,26.1,57.6,8.0,13.8,Drizzle,Spring,May,2021,575.9
2021-05-04,23.6,43.8,2.7,17.2,Partly Cloudy,Spring,May,2021,529.82
2021-05-05,21.0,68.1,1.0,14.739492242595203,Partly Cloudy,Spring,May,2021,500.4
2021-05-06,25.4,50.8,7.0,10.8,Drizzle,Spring,May,2021,555.69
2021-05-07,21.2,52.8,1.0,16.1,Partly Cloudy,Spring,May,2021,502.8
2021-05-08,18.4,53.2,6.0,15.4,Drizzle,Spring,May,2021,450.0
2021-05-09,25.6,69.0,8.3,15.0,Drizzle,Spring,May,2021,555.39
2021-05-10,22.6,40.9,8.4,19.3,Drizzle,Spring,May,2021,517.53
2021-05-11,17.9,83.1,9.8,13.0,Cloudy,Spring,May,2021,476.71
2021-05-12,20.4,66.4,14.4,16.6,Drizzle,Spring,May,2021,495.34
2021-05-13,15.139844851904092,64.25148095909732,4.9,12.5,Partly Cloudy,Spring,May,2021,492.28
2021-05-14,16.9,57.6,9.2,10.8,Drizzle,Spring,May,2021,471.2
2021-05-15,23.8,60.3,6.8,13.6,Drizzle,Spring,May,2021,501.82
2021-05-16,26.7,62.2,1.4,12.5,Partly Cloudy,Spring,May,2021,562.97
2021-05-17,16.8,63.2,0.2,12.8,Partly Cloudy,Spring,May,2021,471.18
2021-05-18,22.7,62.4,2.3,20.8,Partly Cloudy,Spring,May,2021,518.45
2021-05-19,19.0,58.7,4.1,13.7,Partly Cloudy,Spring,May,2021,484.33
2021-05-20,19.5,56.4,5.653808180535966,11.7,Drizzle,Spring,May,2021,487.97
2021-05-21,19.2,56.8,13.3,14.739492242595203,Drizzle,Spring,May,2021,485.57
2021-05-22,18.4,64.25148095909732,1.5,15.5,Partly Cloudy,Spring,May,2021,449.94
2021-05-23,21.1,67.1,0.9,9.1,Partly Cloudy,Spring,May,2021,471.94
2021-05-24,18.5,62.7,23.2,13.5,Rainy,Spring,May,2021,480.58
2021-05-25,21.8,34.5,0.8,13.3,Partly Cloudy,Spring,May,2021,508.71
2021-05-26,20.8,63.2,4.6,14.1,Partly Cloudy,Spring,May,2021,499.13
2021-05-27,20.3,59.6,6.2,18.6,Drizzle,Spring,May,2021,494.08
2021-05-28,18.3,57.9,5.5,15.7,Drizzle,Spring,May,2021,479.04
2021-05-29,19.3,64.25148095909732,0.6,21.1,Partly Cloudy,Spring,May,2021,455.87
2021-05-30,23.3,67.0,0.4,14.9,Partly Cloudy,Spring,May,2021,495.42
2021-05-31,22.5,65.6,0.8,23.9,Partly Cloudy,Spring,May,2021,516.27
2021-06-01,24.1,48.8,3.5,12.7,Partly Cloudy,Summer,June,2021,664.18
2021-06-02,27.3,58.3,3.1,11.2,Partly Cloudy,Summer,June,2021,737.46
2021-06-03,29.3,47.2,1.1,17.7,Sunny,Summer,June,2021,763.84
2021-06-04,22.0,44.0,4.1,21.8,Partly Cloudy,Summer,June,2021,636.5
2021-06-05,28.6,50.0,6.9,8.1,Sunny,Summer,June,2021,707.99
2021-06-06,25.0,61.9,0.2,14.0,Partly Cloudy,Summer,June,2021,638.18
2021-06-07,28.7,62.6,2.8,11.9,Sunny,Summer,June,2021,776.09
2021-06-08,24.7,59.1,4.7,15.7,Partly Cloudy,Summer,June,2021,673.81
2021-06-09,15.139844851904092,60.8,1.2,15.1,Partly Cloudy,Summer,June,2021,649.01
2021-06-10,15.139844851904092,59.1,1.5,21.7,Partly Cloudy,Summer,June,2021,653.44
2021-06-11,27.1,49.9,3.8,14.5,Partly Cloudy,Summer,June,2021,717.03
2021-06-12,27.8,58.5,9.1,21.9,Drizzle,Summer,June,2021,707.49
2021-06-13,24.3,61.4,6.6,13.4,Drizzle,Summer,June,2021,626.87
2021-06-14,28.9,61.0,3.5,19.6,Sunny,Summer,June,2021,777.4
2021-06-15,22.0,64.5,5.2,16.1,Drizzle,Summer,June,2021,636.7
2021-06-16,26.8,60.7,1.8,23.6,Partly Cloudy,Summer,June,2021,732.47
2021-06-17,23.4,57.8,4.1,7.6,Partly Cloudy,Summer,June,2021,654.09
2021-06-18,25.0,63.6,2.5,9.2,Partly Cloudy,Summer,June,2021,678.95
2021-06-19,27.1,54.8,0.8,24.2,Partly Cloudy,Summer,June,2021,686.24
2021-06-20,24.4,47.9,4.8,11.3,Partly Cloudy,Summer,June,2021,628.67
2021-06-21,25.8,53.7,3.3,11.7,Partly Cloudy,Summer,June,2021,700.13
2021-06-22,30.0,49.0,1.8,10.6,Sunny,Summer,June,2021,781.16
2021-06-23,25.3,49.6,9.7,20.7,Drizzle,Summer,June,2021,683.33
2021-06-24,29.5,53.8,0.1,8.7,Sunny,Summer,June,2021,776.69
2021-06-25,23.6,48.7,1.5,15.1,Partly Cloudy,Summer,June,2021,657.25
2021-06-26,28.6,52.5,0.2,13.7,Sunny,Summer,June,2021,712.72
2021-06-27,31.3,64.25148095909732,5.8,20.2,Sunny,Summer,June,2021,802.83
2021-06-28,19.6,56.7,4.8,12.2,Partly Cloudy,Summer,June,2021,613.34
2021-06-29,24.6,55.0,1.6,17.1,Partly Cloudy,Summer,June,2021,672.22
2021-06-30,28.7,48.5,4.5,9.1,Sunny,Summer,June,2021,750.74
2021-07-01,30.4,57.3,1.5,26.4,Sunny,Summer,July,2021,772.32
2021-07-02,32.1,59.5,4.2,13.8,Sunny,Summer,July,2021,822.11
2021-07-03,29.2,39.1,1.8,15.0,Sunny,Summer,July,2021,687.96
2021-07-04,31.3,45.9,1.6,23.3,Sunny,Summer,July,2021,740.09
2021-07-05,30.5,45.8,8.2,12.1,Sunny,Summer,July,2021,760.41
2021-07-06,34.5,44.5,0.9,23.3,Sunny,Summer,July,2021,874.5
2021-07-07,31.8,58.6,0.4,12.9,Sunny,Summer,July,2021,811.56
2021-07-08,32.0,50.4,2.6,18.4,Sunny,Summer,July,2021,800.89
2021-07-09,29.8,49.9,10.5,12.1,Sunny,Summer,July,2021,742.5
2021-07-10,29.5,36.0,1.4,8.2,Sunny,Summer,July,2021,695.41
2021-07-11,29.7,57.1,0.2,17.1,Sunny,Summer,July,2021,714.28
2021-07-12,32.2,42.1,1.2,18.2,Sunny,Summer,July,2021,805.42
2021-07-13,29.7,52.5,2.1,8.4,Sunny,Summer,July,2021,745.75
2021-07-14,31.9,54.2,0.5,13.5,Sunny,Summer,July,2021,805.45
2021-07-15,37.2,62.9,3.2,21.0,Sunny,Summer,July,2021,992.64
2021-07-16,33.6,41.5,18.3,18.0,Rainy,Summer,July,2021,846.6
2021-07-17,30.0,27.8,1.8,13.0,Sunny,Summer,July,2021,707.35
2021-07-18,34.6,53.5,1.3,12.0,Sunny,Summer,July,2021,844.28
2021-07-19,29.8,66.4,1.5,24.7,Sunny,Summer,July,2021,775.8
2021-07-20,24.9,61.9,0.4,7.8,Partly Cloudy,Summer,July,2021,643.49
2021-07-21,28.0,53.7,6.4,14.7,Drizzle,Summer,July,2021,709.13
2021-07-22,25.4,48.1,1.6,7.7,Partly Cloudy,Summer,July,2021,651.85
2021-07-23,29.9,58.5,1.5,21.6,Sunny,Summer,July,2021,762.81
2021-07-24,31.1,44.2,3.2,15.0,Sunny,Summer,July,2021,734.76
2021-07-25,36.0,55.8,1.8,15.9,Sunny,Summer,July,2021,895.52
2021-07-26,32.0,56.0,3.1,28.8,Sunny,Summer,July,2021,811.96
2021-07-27,30.3,60.5,0.2,12.0,Sunny,Summer,July,2021,776.72
2021-07-28,33.5,74.1,5.0,23.7,Sunny,Summer,July,2021,892.16
2021-07-29,24.4,55.1,8.5,13.0,Drizzle,Summer,July,2021,635.4
2021-07-30,31.7,47.9,3.1,13.8,Sunny,Summer,July,2021,791.77
2021-07-31,33.3,64.25148095909732,9.3,28.2,Sunny,Summer,July,2021,825.91
2021-08-01,15.139844851904092,39.8,0.7,14.2,Partly Cloudy,Summer,August,2021,616.67
2021-08-02,33.4,48.4,2.6,8.1,Sunny,Summer,August,2021,849.04
2021-08-03,31.0,50.7,3.7,16.4,Sunny,Summer,August,2021,782.89
2021-08-04,15.139844851904092,49.8,3.5,14.1,Sunny,Summer,August,2021,683.75
2021-08-05,31.9,55.2,2.1,16.8,Sunny,Summer,August,2021,816.05
2021-08-06,36.8,47.4,1.7,14.3,Sunny,Summer,August,2021,960.38
2021-08-07,30.5,63.0,0.5,26.1,Sunny,Summer,August,2021,754.67
2021-08-08,30.7,54.0,2.0,17.8,Sunny,Summer,August,2021,741.54
2021-08-09,28.6,53.9,0.7,9.6,Sunny,Summer,August,2021,731.32
2021-08-10,27.5,51.4,5.3,15.6,Drizzle,Summer,August,2021,702.15
2021-08-11,32.5,55.2,0.9,11.0,Sunny,Summer,August,2021,832.85
2021-08-12,27.4,64.25148095909732,0.2,13.8,Partly Cloudy,Summer,August,2021,726.81
2021-08-13,30.2,47.1,3.2,14.739492242595203,Sunny,Summer,August,2021,761.06
2021-08-14,28.6,48.7,3.6,25.5,Sunny,Summer,August,2021,682.47
2021-08-15,31.4,51.6,8.2,11.5,Sunny,Summer,August,2021,754.98
2021-08-16,31.0,43.2,3.4,18.4,Sunny,Summer,August,2021,781.35
2021-08-17,33.1,47.4,1.7,13.4,Sunny,Summer,August,2021,839.94
2021-08-18,28.5,50.2,6.5,9.2,Sunny,Summer,August,2021,721.18
2021-08-19,29.2,61.0,3.1,16.0,Sunny,Summer,August,2021,759.09
2021-08-20,27.1,56.1,0.3,17.0,Partly Cloudy,Summer,August,2021,703.72
2021-08-21,28.7,55.5,3.3,17.8,Sunny,Summer,August,2021,695.84
2021-08-22,31.1,60.8,9.5,1.9,Sunny,Summer,August,2021,765.6
2021-08-23,32.3,52.9,2.0,8.8,Sunny,Summer,August,2021,822.34
2021-08-24,15.139844851904092,57.1,1.4,19.8,Partly Cloudy,Summer,August,2021,671.08
2021-08-25,15.139844851904092,64.25148095909732,0.6,10.4,Sunny,Summer,August,2021,715.87
2021-08-26,34.1,56.1,0.7,16.0,Sunny,Summer,August,2021,882.28
2021-08-27,31.2,49.3,2.3,8.7,Sunny,Summer,August,2021,786.94
2021-08-28,35.6,34.5,3.6,18.7,Sunny,Summer,August,2021,878.54
2021-08-29,27.7,52.9,0.3,14.739492242595203,Partly Cloudy,Summer,August,2021,669.05
2021-08-30,26.3,65.4,11.2,18.7,Drizzle,Summer,August,2021,707.22
2021-08-31,24.7,61.4,5.6,20.2,Drizzle,Summer,August,2021,648.42
2021-09-01,28.5,67.7,5.3,22.8,Sunny,Autumn,September,2021,607.3
2021-09-02,26.0,69.9,10.6,9.1,Drizzle,Autumn,September,2021,567.81
2021-09-03,23.8,60.7,0.5,11.1,Partly Cloudy,Autumn,September,2021,507.27
2021-09-04,24.8,61.6,3.9,19.5,Partly Cloudy,Autumn,September,2021,490.82
2021-09-05,20.6,55.1,6.0,20.7,Drizzle,Autumn,September,2021,442.08
2021-09-06,31.3,57.5,10.6,11.6,Sunny,Autumn,September,2021,649.01
2021-09-07,24.4,64.9,9.2,11.3,Drizzle,Autumn,September,2021,514.85
2021-09-08,24.3,69.6,1.9,11.7,Partly Cloudy,Autumn,September,2021,513.83
2021-09-09,26.2,58.9,17.0,7.0,Rainy,Autumn,September,2021,554.56
2021-09-10,25.4,56.4,0.8,8.6,Partly Cloudy,Autumn,September,2021,539.12
2021-09-11,24.7,60.0,12.5,8.8,Drizzle,Autumn,September,2021,488.85
2021-09-12,21.6,64.8,21.2,13.5,Rainy,Autumn,September,2021,451.77
2021-09-13,25.4,48.4,1.2,16.4,Partly Cloudy,Autumn,September,2021,529.28
2021-09-14,29.6,41.6,7.7,17.2,Sunny,Autumn,September,2021,602.35
2021-09-15,28.0,55.6,0.2,12.5,Sunny,Autumn,September,2021,580.44
2021-09-16,28.8,50.2,3.1,12.6,Sunny,Autumn,September,2021,586.59
2021-09-17,22.5,55.9,4.4,15.6,Partly Cloudy,Autumn,September,2021,490.97
2021-09-18,21.0,58.8,5.2,7.5,Drizzle,Autumn,September,2021,445.86
2021-09-19,23.6,56.4,16.5,19.8,Rainy,Autumn,September,2021,474.63
2021-09-20,24.2,71.6,6.7,21.4,Drizzle,Autumn,September,2021,511.98
2021-09-21,27.3,62.6,3.9,11.9,Partly Cloudy,Autumn,September,2021,578.23
2021-09-22,18.9,62.4,10.0,13.0,Drizzle,Autumn,September,2021,458.41
2021-09-23,28.6,65.0,5.653808180535966,21.2,Rainy,Autumn,September,2021,605.11
2021-09-24,23.5,50.9,0.1,14.739492242595203,Partly Cloudy,Autumn,September,2021,503.4
2021-09-25,22.7,68.3,24.3,17.9,Rainy,Autumn,September,2021,463.7
2021-09-26,21.0,59.4,5.653808180535966,14.5,Partly Cloudy,Autumn,September,2021,445.3
2021-09-27,19.0,65.4,10.1,14.739492242595203,Drizzle,Autumn,September,2021,459.23
2021-09-28,26.5,51.4,2.0,17.5,Partly Cloudy,Autumn,September,2021,548.03
